year,month,day,hour,minute,seconds,thousandsSeconds,vehicleNumber,sortDecision,errorCode,statusCode,recordType,lane,speed,vehicleClass,vehicleType,maxLength,length,frontBumperSpace,rearBumperSpace,maxGVW,GVW,ESAL,maxAxleWeight,axleWeight,axleGroup,axleFootprint,axleViolations,spacingToNextAxle,maxAxleWeight.1,axleWeight.1,axleGroup.1,axleFootprint.1,axleViolations.1,spacingToNextAxle.1,maxAxleWeight.2,axleWeight.2,axleGroup.2,axleFootprint.2,axleViolations.2,spacingToNextAxle.2,maxAxleWeight.3,axleWeight.3,axleGroup.3,axleFootprint.3,axleViolations.3,spacingToNextAxle.3,maxAxleWeight.4,axleWeight.4,axleGroup.4,axleFootprint.4,axleViolations.4,spacingToNextAxle.4,maxAxleWeight.5,axleWeight.5,axleGroup.5,axleFootprint.5,axleViolations.5,spacingToNextAxle.5,maxAxleWeight.6,axleWeight.6,axleGroup.6,axleFootprint.6,axleViolations.6,spacingToNextAxle.6,maxAxleWeight.7,axleWeight.7,axleGroup.7,axleFootprint.7,axleViolations.7,spacingToNextAxle.7,maxAxleWeight.8,axleWeight.8,axleGroup.8,axleFootprint.8,axleViolations.8,spacingToNextAxle.8,maxAxleWeight.9,axleWeight.9,axleGroup.9,axleFootprint.9,axleViolations.9,spacingToNextAxle.9,maxAxleWeight.10,axleWeight.10,axleGroup.10,axleFootprint.10,axleViolations.10,spacingToNextAxle.10,maxAxleWeight.11,axleWeight.11,axleGroup.11,axleFootprint.11,axleViolations.11,spacingToNextAxle.11,maxAxleWeight.12,axleWeight.12,axleGroup.12,axleFootprint.12,axleViolations.12,spacingToNextAxle.12,maxAxleWeight.13,axleWeight.13,axleGroup.13,axleFootprint.13,axleViolations.13,externalDataItemTag,externalDataItemInfo,externalDataItemTag.1,externalDataItemInfo.1,externalDataItemTag.2,externalDataItemInfo.2,externalDataItemTag.3,externalDataItemInfo.3,externalDataItemTag.4,externalDataItemInfo.4,externalDataItemTag.5,externalDataItemInfo.5,externalDataItemTag.6,externalDataItemInfo.6,externalDataItemTag.7,externalDataItemInfo.7,externalDataItemTag.8,externalDataItemInfo.8,externalDataItemTag.9,externalDataItemInfo.9,temperature,direction
18,6,4,6,43,4,320,24628,0,0,0,12,3,68.35,3,4,0,30.1,9,6.4,0,5.1,0.0013,0,2.5,1,0,0,14.7,0,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:SORT*,"0,1,0000,0000,0000",,,,,,,,,,,,,,,NA,NA,NA,NA,68,West
18,6,4,14,28,44,30,41046,2,4,0,0,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IMAGE_FN,Image088717_2,1:SORT*,"R,1,0000,0000,0000",,,,,,,,,,,,,NA,NA,NA,NA,68,West
18,6,4,7,1,42,580,25273,0,0,0,12,3,73.32,3,4,0,26.3,8.1,5.6,0,3.6,4.00E-04,0,1.8,1,0,0,12.6,0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:SORT*,"0,1,0000,0000,0000",,,,,,,,,,,,,,,NA,NA,NA,NA,68,West
18,6,4,14,8,25,620,2574,2,0,40,12,1,44.74,15,256,0,24.6,4,2.7,0,11,0.0123,0,6.4,1,0,0,13.4,0,2.2,2,0,0,4.5,0,2.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DTUNE_MEAS,#  2 max 115 min 255,IMAGE_FN,Image016787_1,IMAGE_FN,Image049981_3,LP_NUM,NoRead,LP_JUR,--,LP_CONF,0,1:SORT*,"R,1,0000,0000,0000",,,NA,NA,NA,NA,68,West
18,6,15,5,28,14,240,23761,0,0,0,12,2,31.69,2,3,0,13,0,6.2,0,2.7,4.00E-04,0,1.5,1,0,0,6.8,0,1.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:SORT*,"0,1,0000,0000,0000",,,,,,,,,,,,,,,NA,NA,NA,NA,78,East
18,6,4,5,26,39,370,22622,2,4,0,0,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IMAGE_FN,Image070293_2,1:SORT*,"R,1,0000,0000,0000",,,,,,,,,,,,,NA,NA,NA,NA,68,West
18,6,15,15,11,28,280,11642,0,0,0,12,1,48.47,3,4,0,17,2.5,2.5,0,2.2,4.00E-04,0,1.1,1,0,0,12,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DTUNE_MEAS,#  1 max  65 min 255,IMAGE_FN,Image026683_4,IMAGE_FN,Image026691_3,LP_NUM,SF1429,LP_JUR,IA,LP_CONF,91,1:SORT*,"0,1,0000,0000,0000",,,NA,NA,NA,NA,89,East
18,6,15,6,23,25,380,3257,2,10,0,0,1,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DTUNE_MEAS,#  6 max  75 min 255,IMAGE_FN,Image078028_1,IMAGE_FN,Image065853_4,IMAGE_FN,Image065861_3,LP_NUM,AT301U,LP_JUR,NJ,LP_CONF,99,1:SORT*,"R,1,0000,0000,0000",NA,NA,NA,NA,78,East
18,6,15,0,10,26,430,150,0,0,0,12,1,49.09,3,4,0,19.6,2.5,2.5,0,2.2,4.00E-04,0,1.1,1,0,0,14.6,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DTUNE_MEAS,#  1 max 169 min 255,1:SORT*,"0,1,0000,0000,0000",,,,,,,,,,,,,NA,NA,NA,NA,86,East
18,6,4,18,41,7,750,51651,0,0,0,12,3,75.81,3,4,0,24.8,8.5,4.6,0,2.7,4.00E-04,0,1.6,1,0,0,11.7,0,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:SORT*,"0,1,0000,0000,0000",,,,,,,,,,,,,,,NA,NA,NA,NA,78,West
18,6,15,6,22,22,430,25583,0,0,0,12,3,34.8,2,3,0,54.7,0,47.5,0,3.7,4.00E-04,0,1.8,1,0,0,7.2,0,1.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:SORT*,"0,1,0000,0000,0000",,,,,,,,,,,,,,,NA,NA,NA,NA,78,East
18,6,4,18,28,45,250,51241,0,0,0,12,2,60.89,3,4,0,20.6,5,5.3,0,2.7,4.00E-04,0,1.6,1,0,0,10.3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:SORT*,"0,1,0000,0000,0000",,,,,,,,,,,,,,,NA,NA,NA,NA,78,West
18,6,4,3,27,51,320,21604,2,4,0,0,2,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IMAGE_FN,Image069275_2,1:SORT*,"R,1,0000,0000,0000",,,,,,,,,,,,,NA,NA,NA,NA,68,West
18,6,4,16,35,27,70,46471,0,0,0,12,3,68.97,3,4,0,22.8,7.1,4.5,0,2.6,4.00E-04,0,1.6,1,0,0,11.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:SORT*,"0,1,0000,0000,0000",,,,,,,,,,,,,,,NA,NA,NA,NA,78,West
